time,mean_attention,std_attention
1.8535,0.002897,0.001304
1.8635,0.002884,0.001302
1.8736,0.002864,0.001299
1.8836,0.002849,0.001298
1.8936,0.002822,0.001260
1.9036,0.002802,0.001245
1.9136,0.002778,0.001238
1.9237,0.002755,0.001227
1.9337,0.002711,0.001161
1.9437,0.002691,0.001087
1.9537,0.002696,0.001061
1.9637,0.002670,0.001029
1.9738,0.002678,0.001041
1.9838,0.002690,0.001074
1.9938,0.002695,0.001070
2.0038,0.002686,0.001050
2.0138,0.002684,0.001049
2.0238,0.002679,0.001039
2.0339,0.002697,0.001028
2.0439,0.002726,0.001165
2.0539,0.002763,0.001335
2.0639,0.002785,0.001503
2.0739,0.002761,0.001580
2.0840,0.002770,0.001535
2.0940,0.002758,0.001532
2.1040,0.003136,0.001502
