time,mean_attention,std_attention
2.6918,0.002810,0.001059
2.7018,0.002789,0.001040
2.7118,0.002770,0.001032
2.7218,0.002768,0.001048
2.7318,0.002778,0.001061
2.7418,0.002786,0.001050
2.7518,0.002787,0.001072
2.7618,0.002777,0.001075
2.7718,0.002748,0.001069
2.7818,0.002740,0.001034
2.7918,0.002736,0.001024
2.8018,0.002741,0.001018
2.8118,0.002725,0.000992
2.8218,0.002706,0.000983
2.8318,0.002707,0.000949
2.8419,0.002688,0.000906
2.8519,0.002683,0.000887
2.8619,0.002683,0.000870
2.8719,0.002684,0.000889
2.8819,0.002694,0.000895
2.8919,0.002686,0.000906
2.9019,0.002702,0.000882
2.9119,0.002692,0.000874
2.9219,0.002697,0.000880
2.9319,0.002720,0.000894
2.9419,0.002726,0.000893
2.9519,0.002715,0.000876
2.9619,0.002720,0.000875
2.9719,0.002721,0.000865
2.9819,0.002742,0.000851
2.9919,0.002740,0.000837
3.0020,0.002750,0.000831
3.0120,0.002761,0.000826
3.0220,0.002751,0.000820
3.0320,0.002762,0.000838
3.0420,0.002766,0.000828
3.0520,0.002759,0.000827
3.0620,0.002792,0.000876
3.0720,0.003129,0.000935
