time,mean_attention,std_attention
0.8600,0.004496,0.001652
0.8700,0.004459,0.001641
0.8800,0.004466,0.001672
0.8900,0.004466,0.001691
0.9000,0.004479,0.001652
0.9100,0.004503,0.001681
0.9200,0.004509,0.001716
0.9300,0.004492,0.001749
0.9400,0.004549,0.001800
0.9500,0.004573,0.001749
0.9600,0.004521,0.001743
0.9700,0.004494,0.001677
0.9800,0.004477,0.001654
0.9900,0.004424,0.001620
1.0000,0.004384,0.001556
1.0100,0.004374,0.001541
1.0200,0.004416,0.001569
1.0300,0.004386,0.001567
1.0400,0.004371,0.001566
1.0500,0.004317,0.001549
1.0600,0.004350,0.001487
1.0700,0.004343,0.001505
1.0800,0.004338,0.001467
1.0900,0.004299,0.001446
1.1000,0.004276,0.001432
1.1100,0.004272,0.001477
1.1200,0.004323,0.001523
1.1300,0.004279,0.001542
1.1400,0.004228,0.001508
1.1500,0.004261,0.001506
1.1600,0.004241,0.001460
1.1700,0.004236,0.001478
1.1800,0.004308,0.001539
1.1900,0.004226,0.001587
1.2000,0.004144,0.001548
1.2100,0.004126,0.001582
1.2200,0.004119,0.001585
1.2300,0.004112,0.001574
1.2400,0.004118,0.001618
1.2500,0.004105,0.001709
1.2600,0.004073,0.001768
1.2700,0.004106,0.001775
1.2800,0.004114,0.001738
1.2900,0.004081,0.001716
1.3000,0.004052,0.001677
1.3100,0.003973,0.001637
1.3200,0.003919,0.001603
1.3300,0.003884,0.001579
1.3400,0.003852,0.001565
1.3500,0.003828,0.001547
1.3600,0.003801,0.001518
1.3700,0.003775,0.001547
1.3800,0.003733,0.001547
1.3900,0.003754,0.001554
1.4000,0.003765,0.001585
1.4100,0.003771,0.001619
1.4200,0.003759,0.001590
1.4300,0.003682,0.001533
1.4400,0.003623,0.001497
1.4500,0.003574,0.001459
1.4600,0.003493,0.001460
1.4700,0.003443,0.001440
1.4800,0.003433,0.001424
1.4900,0.003440,0.001440
1.5000,0.003444,0.001396
1.5100,0.003430,0.001346
1.5200,0.003404,0.001361
1.5300,0.003367,0.001386
1.5400,0.003344,0.001376
1.5500,0.003342,0.001390
1.5600,0.003325,0.001360
1.5700,0.003296,0.001310
1.5800,0.003297,0.001317
1.5900,0.003257,0.001320
1.6000,0.003233,0.001351
1.6100,0.003187,0.001291
1.6200,0.003136,0.001249
1.6300,0.003168,0.001281
1.6400,0.003157,0.001271
1.6500,0.003137,0.001258
1.6600,0.003130,0.001257
1.6700,0.003110,0.001220
1.6800,0.003103,0.001205
1.6900,0.003080,0.001214
1.7000,0.003054,0.001174
1.7100,0.003031,0.001156
1.7200,0.003020,0.001118
1.7300,0.002989,0.001090
1.7400,0.002990,0.001066
1.7500,0.002977,0.001048
1.7600,0.002965,0.001039
1.7700,0.002945,0.000994
1.7800,0.002927,0.000989
1.7900,0.002944,0.001008
1.8000,0.002959,0.001008
1.8100,0.002944,0.001013
1.8200,0.002970,0.001050
1.8300,0.002966,0.001050
1.8400,0.002956,0.001038
1.8500,0.002952,0.001020
1.8600,0.002959,0.001012
1.8700,0.002975,0.001010
1.8800,0.002995,0.001008
1.8900,0.003015,0.001020
1.9000,0.003032,0.001030
1.9100,0.003055,0.001015
1.9200,0.003045,0.001020
1.9300,0.003070,0.001023
1.9400,0.003086,0.001008
1.9500,0.003114,0.001010
1.9600,0.003126,0.001025
1.9700,0.003100,0.001010
1.9800,0.003119,0.000969
1.9900,0.003105,0.001052
2.0000,0.003576,0.001193
