time,mean_attention,std_attention
1.7533,0.003819,0.001305
1.7633,0.003836,0.001298
1.7733,0.003861,0.001327
1.7833,0.003841,0.001337
1.7933,0.003845,0.001324
1.8034,0.003822,0.001351
1.8134,0.003815,0.001365
1.8234,0.003861,0.001400
1.8334,0.003865,0.001426
1.8434,0.003892,0.001412
1.8534,0.003906,0.001404
1.8635,0.003893,0.001373
1.8735,0.003887,0.001387
1.8835,0.003896,0.001370
1.8935,0.003891,0.001340
1.9035,0.003917,0.001340
1.9136,0.003924,0.001345
1.9236,0.003900,0.001337
1.9336,0.003904,0.001344
1.9436,0.003893,0.001344
1.9536,0.003882,0.001374
1.9637,0.003888,0.001350
1.9737,0.003849,0.001293
1.9837,0.003815,0.001264
1.9937,0.003821,0.001256
2.0037,0.003830,0.001273
2.0137,0.003846,0.001328
2.0238,0.003836,0.001316
2.0338,0.003829,0.001343
2.0438,0.003830,0.001358
2.0538,0.003816,0.001338
2.0638,0.003803,0.001330
2.0739,0.003830,0.001362
2.0839,0.003848,0.001368
2.0939,0.003846,0.001339
2.1039,0.003859,0.001331
2.1139,0.003867,0.001334
2.1240,0.003851,0.001374
2.1340,0.003856,0.001390
2.1440,0.003881,0.001362
2.1540,0.003873,0.001386
2.1640,0.003900,0.001351
2.1740,0.003856,0.001344
2.1841,0.003822,0.001336
2.1941,0.003826,0.001344
2.2041,0.003825,0.001307
2.2141,0.003807,0.001243
2.2241,0.003781,0.001208
2.2342,0.003754,0.001199
2.2442,0.003727,0.001204
2.2542,0.003704,0.001205
2.2642,0.003676,0.001213
2.2742,0.003677,0.001225
2.2842,0.003660,0.001234
2.2943,0.003654,0.001248
2.3043,0.003625,0.001241
2.3143,0.003571,0.001220
2.3243,0.003556,0.001190
2.3343,0.003573,0.001214
2.3444,0.003600,0.001242
2.3544,0.003587,0.001247
2.3644,0.003554,0.001234
2.3744,0.003535,0.001253
2.3844,0.003521,0.001261
2.3945,0.003542,0.001288
2.4045,0.003576,0.001328
2.4145,0.003553,0.001332
2.4245,0.003543,0.001327
2.4345,0.003545,0.001279
2.4445,0.003529,0.001279
2.4546,0.003516,0.001329
2.4646,0.003532,0.001352
2.4746,0.003526,0.001343
2.4846,0.003491,0.001338
2.4946,0.003473,0.001305
2.5047,0.003476,0.001340
2.5147,0.003462,0.001366
2.5247,0.003483,0.001358
2.5347,0.003493,0.001352
2.5447,0.003478,0.001370
2.5548,0.003467,0.001377
2.5648,0.003454,0.001377
2.5748,0.003429,0.001379
2.5848,0.003420,0.001389
2.5948,0.003425,0.001411
2.6048,0.003414,0.001401
2.6149,0.003396,0.001401
2.6249,0.003367,0.001407
2.6349,0.003377,0.001407
2.6449,0.003374,0.001391
2.6549,0.003364,0.001402
2.6650,0.003370,0.001421
2.6750,0.003342,0.001401
2.6850,0.003303,0.001382
2.6950,0.003293,0.001380
2.7050,0.003278,0.001372
2.7150,0.003249,0.001369
2.7251,0.003243,0.001366
2.7351,0.003254,0.001366
2.7451,0.003259,0.001372
2.7551,0.003247,0.001383
2.7651,0.003235,0.001375
2.7752,0.003205,0.001345
2.7852,0.003172,0.001314
2.7952,0.003153,0.001287
2.8052,0.003139,0.001262
2.8152,0.003122,0.001277
2.8253,0.003125,0.001306
2.8353,0.003128,0.001319
2.8453,0.003111,0.001328
2.8553,0.003094,0.001335
2.8653,0.003099,0.001319
2.8753,0.003067,0.001282
2.8854,0.003036,0.001254
2.8954,0.003016,0.001241
2.9054,0.003017,0.001232
2.9154,0.003019,0.001223
2.9254,0.003002,0.001203
2.9355,0.002993,0.001206
2.9455,0.002987,0.001202
2.9555,0.002986,0.001200
2.9655,0.002978,0.001181
2.9755,0.002966,0.001152
2.9856,0.002950,0.001124
2.9956,0.002941,0.001121
3.0056,0.002937,0.001105
3.0156,0.002954,0.001114
3.0256,0.002973,0.001117
3.0356,0.002965,0.001109
3.0457,0.002954,0.001090
3.0557,0.002949,0.001066
3.0657,0.002948,0.001065
3.0757,0.002937,0.001065
3.0857,0.002950,0.001047
3.0958,0.002961,0.001040
3.1058,0.002980,0.001051
3.1158,0.003006,0.001051
3.1258,0.002997,0.001045
3.1358,0.002998,0.001045
3.1459,0.003003,0.001053
3.1559,0.002994,0.001053
3.1659,0.002997,0.001054
3.1759,0.003002,0.001040
3.1859,0.002986,0.001025
3.1959,0.003002,0.001005
3.2060,0.002999,0.001016
3.2160,0.003046,0.001071
3.2260,0.003394,0.001113
