time,mean_attention,std_attention
1.3116,0.003918,0.001357
1.3216,0.003925,0.001350
1.3316,0.003913,0.001333
1.3416,0.003882,0.001317
1.3517,0.003853,0.001303
1.3617,0.003843,0.001281
1.3717,0.003849,0.001268
1.3817,0.003873,0.001300
1.3917,0.003876,0.001316
1.4017,0.003861,0.001321
1.4117,0.003845,0.001298
1.4217,0.003837,0.001292
1.4318,0.003832,0.001278
1.4418,0.003851,0.001271
1.4518,0.003866,0.001270
1.4618,0.003856,0.001276
1.4718,0.003845,0.001276
1.4818,0.003839,0.001291
1.4918,0.003838,0.001306
1.5018,0.003823,0.001310
1.5119,0.003838,0.001328
1.5219,0.003823,0.001330
1.5319,0.003799,0.001346
1.5419,0.003797,0.001329
1.5519,0.003790,0.001297
1.5619,0.003766,0.001287
1.5719,0.003756,0.001310
1.5819,0.003748,0.001292
1.5920,0.003727,0.001275
1.6020,0.003693,0.001261
1.6120,0.003672,0.001238
1.6220,0.003681,0.001224
1.6320,0.003676,0.001228
1.6420,0.003683,0.001241
1.6520,0.003704,0.001252
1.6620,0.003723,0.001245
1.6721,0.003731,0.001266
1.6821,0.003705,0.001268
1.6921,0.003682,0.001247
1.7021,0.003675,0.001216
1.7121,0.003672,0.001211
1.7221,0.003662,0.001187
1.7321,0.003665,0.001187
1.7421,0.003697,0.001175
1.7521,0.003737,0.001180
1.7622,0.003751,0.001204
1.7722,0.003750,0.001211
1.7822,0.003743,0.001221
1.7922,0.003753,0.001213
1.8022,0.003755,0.001217
1.8122,0.003758,0.001226
1.8222,0.003789,0.001232
1.8322,0.003787,0.001250
1.8423,0.003754,0.001277
1.8523,0.003749,0.001293
1.8623,0.003741,0.001277
1.8723,0.003718,0.001252
1.8823,0.003718,0.001224
1.8923,0.003707,0.001227
1.9023,0.003696,0.001243
1.9123,0.003684,0.001236
1.9224,0.003675,0.001234
1.9324,0.003658,0.001230
1.9424,0.003646,0.001224
1.9524,0.003625,0.001233
1.9624,0.003620,0.001219
1.9724,0.003606,0.001226
1.9824,0.003600,0.001239
1.9924,0.003607,0.001230
2.0025,0.003590,0.001232
2.0125,0.003588,0.001219
2.0225,0.003576,0.001221
2.0325,0.003616,0.001214
2.0425,0.003659,0.001224
2.0525,0.003674,0.001235
2.0625,0.003687,0.001225
2.0725,0.003692,0.001239
2.0826,0.003694,0.001229
2.0926,0.003729,0.001233
2.1026,0.003712,0.001245
2.1126,0.003711,0.001219
2.1226,0.003706,0.001219
2.1326,0.003690,0.001213
2.1426,0.003679,0.001200
2.1526,0.003686,0.001198
2.1627,0.003684,0.001211
2.1727,0.003670,0.001211
2.1827,0.003676,0.001225
2.1927,0.003682,0.001251
2.2027,0.003707,0.001282
2.2127,0.003731,0.001289
2.2227,0.003729,0.001287
2.2327,0.003717,0.001270
2.2428,0.003730,0.001274
2.2528,0.003709,0.001284
2.2628,0.003700,0.001293
2.2728,0.003702,0.001288
2.2828,0.003708,0.001279
2.2928,0.003689,0.001249
2.3028,0.003643,0.001218
2.3128,0.003665,0.001241
2.3229,0.003707,0.001231
2.3329,0.003701,0.001226
2.3429,0.003674,0.001229
2.3529,0.003681,0.001241
2.3629,0.003721,0.001261
2.3729,0.003726,0.001274
2.3829,0.003751,0.001290
2.3929,0.003794,0.001288
2.4029,0.003818,0.001286
2.4130,0.003810,0.001280
2.4230,0.003799,0.001279
2.4330,0.003762,0.001275
2.4430,0.003743,0.001262
2.4530,0.003735,0.001287
2.4630,0.003753,0.001328
2.4730,0.003756,0.001358
2.4830,0.003761,0.001361
2.4931,0.003743,0.001350
2.5031,0.003715,0.001326
2.5131,0.003701,0.001297
2.5231,0.003696,0.001293
2.5331,0.003696,0.001336
2.5431,0.003702,0.001331
2.5531,0.003743,0.001341
2.5631,0.003737,0.001369
2.5732,0.003743,0.001356
2.5832,0.003737,0.001360
2.5932,0.003722,0.001332
2.6032,0.003708,0.001311
2.6132,0.003705,0.001306
2.6232,0.003716,0.001326
2.6332,0.003712,0.001343
2.6432,0.003696,0.001340
2.6533,0.003679,0.001342
2.6633,0.003686,0.001353
2.6733,0.003701,0.001351
2.6833,0.003694,0.001363
2.6933,0.003680,0.001372
2.7033,0.003680,0.001402
2.7133,0.003686,0.001408
2.7233,0.003706,0.001410
2.7334,0.003703,0.001406
2.7434,0.003705,0.001410
2.7534,0.003700,0.001392
2.7634,0.003659,0.001370
2.7734,0.003644,0.001346
2.7834,0.003649,0.001331
2.7934,0.003650,0.001315
2.8034,0.003636,0.001308
2.8135,0.003623,0.001301
2.8235,0.003614,0.001257
2.8335,0.003606,0.001267
2.8435,0.003582,0.001280
2.8535,0.003572,0.001302
2.8635,0.003568,0.001354
2.8735,0.003584,0.001372
2.8835,0.003581,0.001352
2.8936,0.003563,0.001337
2.9036,0.003539,0.001334
2.9136,0.003532,0.001344
2.9236,0.003521,0.001341
2.9336,0.003524,0.001357
2.9436,0.003529,0.001362
2.9536,0.003548,0.001339
2.9636,0.003547,0.001314
2.9736,0.003517,0.001292
2.9837,0.003489,0.001286
2.9937,0.003471,0.001299
3.0037,0.003470,0.001276
3.0137,0.003472,0.001261
3.0237,0.003493,0.001283
3.0337,0.003503,0.001323
3.0437,0.003519,0.001338
3.0537,0.003499,0.001326
3.0638,0.003482,0.001323
3.0738,0.003490,0.001347
3.0838,0.003488,0.001336
3.0938,0.003475,0.001314
3.1038,0.003470,0.001313
3.1138,0.003476,0.001302
3.1238,0.003474,0.001303
3.1338,0.003485,0.001297
3.1439,0.003483,0.001314
3.1539,0.003482,0.001341
3.1639,0.003481,0.001364
3.1739,0.003487,0.001355
3.1839,0.003493,0.001348
3.1939,0.003509,0.001342
3.2039,0.003511,0.001356
3.2139,0.003487,0.001372
3.2240,0.003468,0.001364
3.2340,0.003458,0.001365
3.2440,0.003454,0.001356
3.2540,0.003438,0.001347
3.2640,0.003419,0.001353
3.2740,0.003413,0.001367
3.2840,0.003398,0.001389
3.2940,0.003394,0.001379
3.3041,0.003377,0.001373
3.3141,0.003366,0.001378
3.3241,0.003376,0.001377
3.3341,0.003373,0.001386
3.3441,0.003355,0.001376
3.3541,0.003342,0.001377
3.3641,0.003322,0.001363
3.3741,0.003278,0.001369
3.3842,0.003242,0.001361
3.3942,0.003241,0.001372
3.4042,0.003251,0.001354
3.4142,0.003241,0.001339
3.4242,0.003229,0.001312
3.4342,0.003221,0.001288
3.4442,0.003212,0.001303
3.4542,0.003218,0.001335
3.4643,0.003232,0.001365
3.4743,0.003232,0.001391
3.4843,0.003233,0.001432
3.4943,0.003219,0.001464
3.5043,0.003219,0.001490
3.5143,0.003212,0.001496
3.5243,0.003188,0.001491
3.5343,0.003165,0.001497
3.5443,0.003158,0.001494
3.5544,0.003149,0.001489
3.5644,0.003140,0.001433
3.5744,0.003118,0.001391
3.5844,0.003106,0.001341
3.5944,0.003100,0.001296
3.6044,0.003082,0.001286
3.6144,0.003076,0.001293
3.6244,0.003069,0.001324
3.6345,0.003044,0.001343
3.6445,0.003018,0.001341
3.6545,0.002998,0.001332
3.6645,0.002976,0.001332
3.6745,0.002942,0.001355
3.6845,0.002931,0.001316
3.6945,0.002927,0.001269
3.7045,0.002921,0.001223
3.7146,0.002902,0.001181
3.7246,0.002890,0.001171
3.7346,0.002879,0.001172
3.7446,0.002870,0.001159
3.7546,0.002862,0.001124
3.7646,0.002855,0.001095
3.7746,0.002855,0.001065
3.7846,0.002858,0.001062
3.7947,0.002872,0.001056
3.8047,0.002887,0.001066
3.8147,0.002887,0.001081
3.8247,0.002884,0.001099
3.8347,0.002897,0.001131
3.8447,0.002892,0.001175
3.8547,0.002892,0.001226
3.8647,0.002879,0.001287
3.8748,0.002887,0.001364
3.8848,0.002893,0.001257
3.8948,0.002890,0.001157
3.9048,0.002869,0.001071
3.9148,0.002864,0.001010
3.9248,0.002871,0.000990
3.9348,0.002865,0.000967
3.9448,0.002860,0.000939
3.9549,0.002855,0.000923
3.9649,0.002855,0.000908
3.9749,0.002872,0.000899
3.9849,0.002884,0.000911
3.9949,0.002873,0.000907
4.0049,0.002873,0.000909
4.0149,0.002872,0.000913
4.0249,0.002878,0.000924
4.0350,0.002876,0.000919
4.0450,0.002867,0.000934
4.0550,0.002869,0.000973
4.0650,0.002981,0.001040
4.0750,0.003263,0.001083
