time,mean_attention,std_attention
0.6600,0.004011,0.001398
0.6700,0.004014,0.001419
0.6800,0.004022,0.001433
0.6900,0.004016,0.001390
0.7000,0.003993,0.001378
0.7100,0.004014,0.001366
0.7200,0.004000,0.001360
0.7300,0.004020,0.001372
0.7400,0.004013,0.001388
0.7500,0.004005,0.001331
0.7600,0.004015,0.001356
0.7700,0.004038,0.001376
0.7800,0.004076,0.001400
0.7900,0.004080,0.001391
0.8000,0.004051,0.001423
0.8100,0.004063,0.001416
0.8200,0.004035,0.001436
0.8300,0.004022,0.001445
0.8400,0.003983,0.001411
0.8500,0.003922,0.001367
0.8600,0.003900,0.001322
0.8700,0.003903,0.001328
0.8800,0.003906,0.001426
0.8900,0.003946,0.001406
0.9000,0.003982,0.001427
0.9100,0.003977,0.001438
0.9200,0.004026,0.001487
0.9300,0.004138,0.001561
0.9400,0.004156,0.001531
0.9500,0.004138,0.001495
0.9600,0.004156,0.001602
0.9700,0.004229,0.001676
0.9800,0.004203,0.001687
0.9900,0.004134,0.001660
1.0000,0.004127,0.001689
1.0100,0.004173,0.001728
1.0200,0.004206,0.001761
1.0300,0.004225,0.001709
1.0400,0.004221,0.001767
1.0500,0.004194,0.001747
1.0600,0.004172,0.001743
1.0700,0.004153,0.001718
1.0800,0.004185,0.001723
1.0900,0.004201,0.001699
1.1000,0.004194,0.001612
1.1100,0.004180,0.001594
1.1200,0.004131,0.001459
1.1300,0.004093,0.001405
1.1400,0.004105,0.001416
1.1500,0.004118,0.001507
1.1600,0.004114,0.001486
1.1700,0.004080,0.001474
1.1800,0.004131,0.001457
1.1900,0.004107,0.001462
1.2000,0.004136,0.001495
1.2100,0.004164,0.001481
1.2200,0.004224,0.001477
1.2300,0.004182,0.001461
1.2400,0.004144,0.001452
1.2500,0.004096,0.001458
1.2600,0.004164,0.001458
1.2700,0.004101,0.001430
1.2800,0.004056,0.001406
1.2900,0.004057,0.001416
1.3000,0.004092,0.001337
1.3100,0.004093,0.001349
1.3200,0.004071,0.001384
1.3300,0.004013,0.001395
1.3400,0.004013,0.001352
1.3500,0.003988,0.001326
1.3600,0.003985,0.001312
1.3700,0.003967,0.001324
1.3800,0.003961,0.001306
1.3900,0.003941,0.001302
1.4000,0.003941,0.001319
1.4100,0.003977,0.001368
1.4200,0.003962,0.001361
1.4300,0.003975,0.001364
1.4400,0.003955,0.001312
1.4500,0.003976,0.001304
1.4600,0.003965,0.001328
1.4700,0.003904,0.001318
1.4800,0.003876,0.001300
1.4900,0.003886,0.001333
1.5000,0.003907,0.001472
1.5100,0.003905,0.001556
1.5200,0.003911,0.001493
1.5300,0.003899,0.001534
1.5400,0.003899,0.001496
1.5500,0.003868,0.001485
1.5600,0.003902,0.001487
1.5700,0.003871,0.001470
1.5800,0.003851,0.001478
1.5900,0.003835,0.001488
1.6000,0.003849,0.001524
1.6100,0.003864,0.001560
1.6200,0.003852,0.001551
1.6300,0.003834,0.001546
1.6400,0.003794,0.001518
1.6500,0.003773,0.001509
1.6600,0.003759,0.001512
1.6700,0.003723,0.001526
1.6800,0.003698,0.001542
1.6900,0.003666,0.001539
1.7000,0.003634,0.001524
1.7100,0.003567,0.001474
1.7200,0.003474,0.001415
1.7300,0.003426,0.001368
1.7400,0.003418,0.001388
1.7500,0.003399,0.001384
1.7600,0.003360,0.001368
1.7700,0.003371,0.001405
1.7800,0.003347,0.001455
1.7900,0.003361,0.001467
1.8000,0.003361,0.001484
1.8100,0.003331,0.001469
1.8200,0.003340,0.001458
1.8300,0.003335,0.001472
1.8400,0.003312,0.001450
1.8500,0.003320,0.001445
1.8600,0.003292,0.001403
1.8700,0.003272,0.001379
1.8800,0.003244,0.001355
1.8900,0.003221,0.001330
1.9000,0.003217,0.001343
1.9100,0.003219,0.001357
1.9200,0.003200,0.001326
1.9300,0.003198,0.001295
1.9400,0.003204,0.001290
1.9500,0.003190,0.001239
1.9600,0.003178,0.001198
1.9700,0.003213,0.001178
1.9800,0.003214,0.001220
1.9900,0.003207,0.001209
2.0000,0.003231,0.001209
2.0100,0.003250,0.001226
2.0200,0.003227,0.001187
2.0300,0.003245,0.001216
2.0400,0.003630,0.001342
