recording_id,frame_id,time,entropy
20150129105602091_m0002_31,60,0.60,0.004014
20150129105602091_m0002_31,61,0.61,0.006630
20150129105602091_m0002_31,62,0.62,0.006833
20150129105602091_m0002_31,63,0.63,0.006207
20150129105602091_m0002_31,64,0.64,0.005757
20150129105602091_m0002_31,65,0.65,0.005793
20150129105602091_m0002_31,66,0.66,0.007519
20150129105602091_m0002_31,67,0.67,0.009183
20150129105602091_m0002_31,68,0.68,0.008900
20150129105602091_m0002_31,69,0.69,0.008868
20150129105602091_m0002_31,70,0.70,0.007729
20150129105602091_m0002_31,71,0.71,0.007370
20150129105602091_m0002_31,72,0.72,0.006300
20150129105602091_m0002_31,73,0.73,0.004863
20150129105602091_m0002_31,74,0.74,0.005301
20150129105602091_m0002_31,75,0.75,0.005649
20150129105602091_m0002_31,76,0.76,0.004724
20150129105602091_m0002_31,77,0.77,0.004076
20150129105602091_m0002_31,78,0.78,0.005517
20150129105602091_m0002_31,79,0.79,0.006443
20150129105602091_m0002_31,80,0.80,0.009707
20150129105602091_m0002_31,81,0.81,0.007578
20150129105602091_m0002_31,82,0.82,0.008301
20150129105602091_m0002_31,83,0.83,0.009120
20150129105602091_m0002_31,84,0.84,0.008377
20150129105602091_m0002_31,85,0.85,0.008928
20150129105602091_m0002_31,86,0.86,0.008844
20150129105602091_m0002_31,87,0.87,0.007408
20150129105602091_m0002_31,88,0.88,0.007070
20150129105602091_m0002_31,89,0.89,0.007482
20150129105602091_m0002_31,90,0.90,0.006966
20150129105602091_m0002_31,91,0.91,0.006513
20150129105602091_m0002_31,92,0.92,0.005091
20150129105602091_m0002_31,93,0.93,0.007510
20150129105602091_m0002_31,94,0.94,0.005120
20150129105602091_m0002_31,95,0.95,0.005605
20150129105602091_m0002_31,96,0.96,0.006493
20150129105602091_m0002_31,97,0.97,0.006694
20150129105602091_m0002_31,98,0.98,0.006669
20150129105602091_m0002_31,99,0.99,0.007230
20150129105602091_m0002_31,100,1.00,0.007434
20150129105602091_m0002_31,101,1.01,0.007476
20150129105602091_m0002_31,102,1.02,0.007697
20150129105602091_m0002_31,103,1.03,0.007056
20150129105602091_m0002_31,104,1.04,0.006289
20150129105602091_m0002_31,105,1.05,0.006281
20150129105602091_m0002_31,106,1.06,0.005900
20150129105602091_m0002_31,107,1.07,0.005168
20150129105602091_m0002_31,108,1.08,0.009297
20150129105602091_m0002_31,109,1.09,0.010418
20150129105602091_m0002_31,110,1.10,0.010114
20150129105602091_m0002_31,111,1.11,0.008391
20150129105602091_m0002_31,112,1.12,0.007319
20150129105602091_m0002_31,113,1.13,0.006432
20150129105602091_m0002_31,114,1.14,0.004708
20150129105602091_m0002_31,115,1.15,0.004331
20150129105602091_m0002_31,116,1.16,0.004303
20150129105602091_m0002_31,117,1.17,0.003862
20150129105602091_m0002_31,118,1.18,0.004657
20150129105602091_m0002_31,119,1.19,0.005076
20150129105602091_m0002_31,120,1.20,0.005690
20150129105602091_m0002_31,121,1.21,0.005969
20150129105602091_m0002_31,122,1.22,0.006277
20150129105602091_m0002_31,123,1.23,0.006261
20150129105602091_m0002_31,124,1.24,0.006338
20150129105602091_m0002_31,125,1.25,0.006741
20150129105602091_m0002_31,126,1.26,0.004297
20150129105602091_m0002_31,127,1.27,0.006483
20150129105602091_m0002_31,128,1.28,0.006674
20150129105602091_m0002_31,129,1.29,0.003954
20150129105602091_m0002_31,130,1.30,0.003227
20150129105602091_m0002_31,131,1.31,0.003232
20150129105602091_m0002_31,132,1.32,0.003465
20150129105602091_m0002_31,133,1.33,0.004236
20150129105602091_m0002_31,134,1.34,0.004089
20150129105602091_m0002_31,135,1.35,0.004680
20150129105602091_m0002_31,136,1.36,0.004864
20150129105602091_m0002_31,137,1.37,0.005135
20150129105602091_m0002_31,138,1.38,0.005842
20150129105602091_m0002_31,139,1.39,0.007138
20150129105602091_m0002_31,140,1.40,0.007935
20150129105602091_m0002_31,141,1.41,0.008163
20150129105602091_m0002_31,142,1.42,0.006329
20150129105602091_m0002_31,143,1.43,0.003411
20150129105602091_m0002_31,144,1.44,0.003687
20150129105602091_m0002_31,145,1.45,0.004543
20150129105602091_m0002_31,146,1.46,0.004968
20150129105602091_m0002_31,147,1.47,0.004969
20150129105602091_m0002_31,148,1.48,0.005030
20150129105602091_m0002_31,149,1.49,0.005077
20150129105602091_m0002_31,150,1.50,0.004924
20150129105602091_m0002_31,151,1.51,0.005044
20150129105602091_m0002_31,152,1.52,0.004603
20150129105602091_m0002_31,153,1.53,0.004666
20150129105602091_m0002_31,154,1.54,0.004706
20150129105602091_m0002_31,155,1.55,0.004858
20150129105602091_m0002_31,156,1.56,0.004820
20150129105602091_m0002_31,157,1.57,0.004902
20150129105602091_m0002_31,158,1.58,0.004781
20150129105602091_m0002_31,159,1.59,0.005573
20150129105602091_m0002_31,160,1.60,0.005561
20150129105602091_m0002_31,161,1.61,0.004745
20150129105602091_m0002_31,162,1.62,0.005093
20150129105602091_m0002_31,163,1.63,0.005933
20150713090135243_m0002_31,0,0.00,0.003107
20150713090135243_m0002_31,1,0.01,0.003627
20150713090135243_m0002_31,2,0.02,0.003415
20150713090135243_m0002_31,3,0.03,0.003905
20150713090135243_m0002_31,4,0.04,0.004085
20150713090135243_m0002_31,5,0.05,0.003877
20150713090135243_m0002_31,6,0.06,0.003798
20150713090135243_m0002_31,7,0.07,0.003717
20150713090135243_m0002_31,8,0.08,0.003942
20150713090135243_m0002_31,9,0.09,0.003841
20150713090135243_m0002_31,10,0.10,0.002935
20150713090135243_m0002_31,11,0.11,0.002644
20150713090135243_m0002_31,12,0.12,0.006115
20150713090135243_m0002_31,13,0.13,0.010363
20150713090135243_m0002_31,14,0.14,0.009608
20150713090135243_m0002_31,15,0.15,0.006008
20150713090135243_m0002_31,16,0.16,0.007864
20150713090135243_m0002_31,17,0.17,0.007202
20150713090135243_m0002_31,18,0.18,0.006851
20150713090135243_m0002_31,19,0.19,0.006659
20150713090135243_m0002_31,20,0.20,0.005771
20150713090135243_m0002_31,21,0.21,0.005294
20150713090135243_m0002_31,22,0.22,0.005070
20150713090135243_m0002_31,23,0.23,0.005330
20150713090135243_m0002_31,24,0.24,0.005289
20150713090135243_m0002_31,25,0.25,0.004047
20150713090135243_m0002_31,26,0.26,0.003234
20150713090135243_m0002_31,27,0.27,0.004257
20150713090135243_m0002_31,28,0.28,0.004866
20150713090135243_m0002_31,29,0.29,0.005070
20150713090135243_m0002_31,30,0.30,0.005246
20150713090135243_m0002_31,31,0.31,0.005611
20150713090135243_m0002_31,32,0.32,0.006512
20150713090135243_m0002_31,33,0.33,0.005210
20150713090135243_m0002_31,34,0.34,0.002861
20150713090135243_m0002_31,35,0.35,0.004546
20150713090135243_m0002_31,36,0.36,0.004905
20150713090135243_m0002_31,37,0.37,0.004853
20150713090135243_m0002_31,38,0.38,0.005057
20150713090135243_m0002_31,39,0.39,0.005223
20150713090135243_m0002_31,40,0.40,0.005554
20150713090135243_m0002_31,41,0.41,0.005952
20150713090135243_m0002_31,42,0.42,0.005832
20150713090135243_m0002_31,43,0.43,0.005643
20150713090135243_m0002_31,44,0.44,0.005259
20150713090135243_m0002_31,45,0.45,0.004844
20150713090135243_m0002_31,46,0.46,0.005594
20150713090135243_m0002_31,47,0.47,0.004669
20150713090135243_m0002_31,48,0.48,0.003947
20150713090135243_m0002_31,49,0.49,0.006402
20150713090135243_m0002_31,50,0.50,0.006786
20150713090135243_m0002_31,51,0.51,0.007468
20150713090135243_m0002_31,52,0.52,0.007830
20150713090135243_m0002_31,53,0.53,0.007816
20150713090135243_m0002_31,54,0.54,0.007345
20150713090135243_m0002_31,55,0.55,0.007172
20150713090135243_m0002_31,56,0.56,0.006710
20150713090135243_m0002_31,57,0.57,0.006146
20150713090135243_m0002_31,58,0.58,0.005788
20150713090135243_m0002_31,59,0.59,0.005710
20150713090135243_m0002_31,60,0.60,0.005549
20150713090135243_m0002_31,61,0.61,0.005005
20150713090135243_m0002_31,62,0.62,0.003877
20150713090135243_m0002_31,63,0.63,0.002779
20150713090135243_m0002_31,64,0.64,0.003378
20150713090135243_m0002_31,65,0.65,0.003498
20150713090135243_m0002_31,66,0.66,0.003462
20150713090135243_m0002_31,67,0.67,0.004300
20150713090135243_m0002_31,68,0.68,0.005242
20150713090135243_m0002_31,69,0.69,0.005080
20150713090135243_m0002_31,70,0.70,0.006289
20150713090135243_m0002_31,71,0.71,0.007885
20150713090135243_m0002_31,72,0.72,0.007544
20150713090135243_m0002_31,73,0.73,0.007493
20150713090135243_m0002_31,74,0.74,0.007300
20150713090135243_m0002_31,75,0.75,0.006883
20150713090135243_m0002_31,76,0.76,0.005622
20150713090135243_m0002_31,77,0.77,0.003664
20150713090135243_m0002_31,78,0.78,0.004260
20150713090135243_m0002_31,79,0.79,0.004467
20150713090135243_m0002_31,80,0.80,0.004349
20150713090135243_m0002_31,81,0.81,0.003138
20150713090135243_m0002_31,82,0.82,0.005231
20150713090135243_m0002_31,83,0.83,0.007571
20150713090135243_m0002_31,84,0.84,0.006054
20150713090135243_m0002_31,85,0.85,0.009310
20150713090135243_m0002_31,86,0.86,0.008579
20150713090135243_m0002_31,87,0.87,0.007914
20150713090135243_m0002_31,88,0.88,0.007449
20150713090135243_m0002_31,89,0.89,0.006891
20150713090135243_m0002_31,90,0.90,0.008396
20150713090135243_m0002_31,91,0.91,0.009162
20150713090135243_m0002_31,92,0.92,0.006012
20150713090135243_m0002_31,93,0.93,0.005841
20150713090135243_m0002_31,94,0.94,0.006861
20150713090135243_m0002_31,95,0.95,0.004488
20150713090135243_m0002_31,96,0.96,0.004497
20150713090135243_m0002_31,97,0.97,0.004704
20150713090135243_m0002_31,98,0.98,0.006368
20150713090135243_m0002_31,99,0.99,0.004557
20150713090135243_m0002_31,100,1.00,0.003424
20150713090135243_m0002_31,101,1.01,0.003801
20150713090135243_m0002_31,102,1.02,0.003440
20150713090135243_m0002_31,103,1.03,0.003533
20150713090135243_m0002_31,104,1.04,0.004238
20150713090135243_m0002_31,105,1.05,0.005626
20150713090135243_m0002_31,106,1.06,0.006076
20150713090135243_m0002_31,107,1.07,0.006134
20150713090135243_m0002_31,108,1.08,0.006560
20150713090135243_m0002_31,109,1.09,0.006214
20150713090135243_m0002_31,110,1.10,0.005994
20150713090135243_m0002_31,111,1.11,0.005422
20150713090135243_m0002_31,112,1.12,0.004220
20150713090135243_m0002_31,113,1.13,0.005149
20150713090135243_m0002_31,114,1.14,0.007150
20150713090135243_m0002_31,115,1.15,0.007899
20150713090135243_m0002_31,116,1.16,0.008193
20150713090135243_m0002_31,117,1.17,0.007216
20150713090135243_m0002_31,118,1.18,0.006017
20150713090135243_m0002_31,119,1.19,0.004297
20150713090135243_m0002_31,120,1.20,0.004416
20150713090135243_m0002_31,121,1.21,0.004314
20150713090135243_m0002_31,122,1.22,0.004413
20150713090135243_m0002_31,123,1.23,0.004555
20150713090135243_m0002_31,124,1.24,0.003558
20150713090135243_m0002_31,125,1.25,0.003220
20150713090135243_m0002_31,126,1.26,0.002917
20150713090135243_m0002_31,127,1.27,0.005504
20150713090135243_m0002_31,128,1.28,0.005332
20150713090135243_m0002_31,129,1.29,0.005747
20150713090135243_m0002_31,130,1.30,0.005496
20150713090135243_m0002_31,131,1.31,0.005735
20150713090135243_m0002_31,132,1.32,0.005741
20150713090135243_m0002_31,133,1.33,0.005542
20150713090135243_m0002_31,134,1.34,0.005385
20150713090135243_m0002_31,135,1.35,0.004859
20150713090135243_m0002_31,136,1.36,0.004521
20150713090135243_m0002_31,137,1.37,0.004217
20150713090135243_m0002_31,138,1.38,0.006412
20150713090135243_m0002_31,139,1.39,0.003941
20150713090135243_m0002_31,140,1.40,0.003000
20150713090135243_m0002_31,141,1.41,0.003155
20150713090135243_m0002_31,142,1.42,0.003678
20150713090135243_m0002_31,143,1.43,0.004087
20150713090135243_m0002_31,144,1.44,0.004337
20150713090135243_m0002_31,145,1.45,0.004543
20150713090135243_m0002_31,146,1.46,0.005898
20150713090135243_m0002_31,147,1.47,0.005453
20150713090135243_m0002_31,148,1.48,0.006366
20150713090135243_m0002_31,149,1.49,0.006155
20150713090135243_m0002_31,150,1.50,0.002911
20150713090135243_m0002_31,151,1.51,0.002331
20150713090135243_m0002_31,152,1.52,0.002772
20150713090135243_m0002_31,153,1.53,0.002893
20150713090135243_m0002_31,154,1.54,0.003328
20150713090135243_m0002_31,155,1.55,0.003462
20150713090135243_m0002_31,156,1.56,0.003372
20150713090135243_m0002_31,157,1.57,0.003458
20150713090135243_m0002_31,158,1.58,0.003493
20150713090135243_m0002_31,159,1.59,0.003526
20150713090135243_m0002_31,160,1.60,0.003335
20150713090135243_m0002_31,161,1.61,0.003195
20150713090135243_m0002_31,162,1.62,0.003206
20150713090135243_m0002_31,163,1.63,0.003256
20150713090135243_m0002_31,164,1.64,0.003161
20150713090135243_m0002_31,165,1.65,0.003239
20150713090135243_m0002_31,166,1.66,0.003197
20150713090135243_m0002_31,167,1.67,0.003070
20150713090135243_m0002_31,168,1.68,0.003243
20150713090135243_m0002_31,169,1.69,0.003207
20150713090135243_m0002_31,170,1.70,0.003155
20150713090135243_m0002_31,171,1.71,0.003240
20150713090135243_m0002_31,172,1.72,0.003211
20150713090135243_m0002_31,173,1.73,0.003344
20150713090135243_m0002_31,174,1.74,0.003279
20150713090135243_m0002_31,175,1.75,0.003011
20150713090135243_m0002_31,176,1.76,0.003575
20150713090135243_m0002_31,177,1.77,0.003503
20150713090135243_m0002_31,178,1.78,0.003214
20150713090135243_m0002_31,179,1.79,0.003005
20150713090135243_m0002_31,180,1.80,0.003106
20150713090135243_m0002_31,181,1.81,0.003047
20150713090135243_m0002_31,182,1.82,0.003014
20150713090135243_m0002_31,183,1.83,0.003169
20150713090135243_m0002_31,184,1.84,0.003219
20150713090135243_m0002_31,185,1.85,0.003345
20150713090135243_m0002_31,186,1.86,0.002991
20150713090135243_m0002_31,187,1.87,0.002942
20150713090135243_m0002_31,188,1.88,0.003089
20150713090135243_m0002_31,189,1.89,0.002989
20150713090135243_m0002_31,190,1.90,0.003067
20150713090135243_m0002_31,191,1.91,0.003268
20150713090135243_m0002_31,192,1.92,0.003260
20150713090135243_m0002_31,193,1.93,0.003052
20150713090135243_m0002_31,194,1.94,0.003103
20150713090135243_m0002_31,195,1.95,0.003354
20150713090135243_m0002_31,196,1.96,0.003290
20150713090135243_m0002_31,197,1.97,0.003685
20150713090135243_m0002_31,198,1.98,0.003443
20150713090135243_m0002_31,199,1.99,0.003322
20150713090135243_m0002_31,200,2.00,0.003188
20150713090135243_m0002_31,201,2.01,0.003350
20150713090135243_m0002_31,202,2.02,0.003398
20150713090135243_m0002_31,203,2.03,0.003399
20150713090135243_m0002_31,204,2.04,0.003324
20150713090135243_m0002_31,205,2.05,0.003603
20150713090135243_m0002_31,206,2.06,0.003446
20150713090135243_m0002_31,207,2.07,0.003719
20150713090135243_m0002_31,208,2.08,0.004296
20150306113258389_m0002_31,0,0.00,0.003178
20150306113258389_m0002_31,1,0.01,0.003199
20150306113258389_m0002_31,2,0.02,0.003497
20150306113258389_m0002_31,3,0.03,0.003639
20150306113258389_m0002_31,4,0.04,0.003420
20150306113258389_m0002_31,5,0.05,0.003115
20150306113258389_m0002_31,6,0.06,0.003756
20150306113258389_m0002_31,7,0.07,0.003643
