time,mean_attention,std_attention
1.7158,0.003093,0.001197
1.7258,0.003091,0.001201
1.7359,0.003098,0.001165
1.7459,0.003104,0.001145
1.7559,0.003128,0.001166
1.7660,0.003106,0.001159
1.7760,0.003077,0.001147
1.7860,0.003068,0.001122
1.7961,0.003063,0.001117
1.8061,0.003048,0.001126
1.8161,0.003005,0.001121
1.8262,0.002948,0.001081
1.8362,0.002929,0.001050
1.8462,0.002898,0.001055
1.8563,0.002898,0.001092
1.8663,0.002879,0.001100
1.8763,0.002849,0.001086
1.8864,0.002807,0.001074
1.8964,0.002788,0.001067
1.9064,0.002768,0.001043
1.9165,0.002736,0.001032
1.9265,0.002737,0.001040
1.9365,0.002697,0.001024
1.9466,0.002708,0.001033
1.9566,0.002670,0.001008
1.9666,0.002592,0.000956
1.9767,0.002550,0.000893
1.9867,0.002548,0.000907
1.9967,0.002541,0.000917
2.0068,0.002564,0.000944
2.0168,0.002549,0.000954
2.0268,0.002525,0.000931
2.0369,0.002503,0.000940
2.0469,0.002504,0.000942
2.0569,0.002502,0.000936
2.0670,0.002459,0.000928
2.0770,0.002436,0.000886
2.0871,0.002397,0.000864
2.0971,0.002397,0.000868
2.1071,0.002373,0.000864
2.1172,0.002349,0.000837
2.1272,0.002335,0.000860
2.1372,0.002358,0.000900
2.1473,0.002311,0.000863
2.1573,0.002275,0.000789
2.1673,0.002280,0.000805
2.1774,0.002283,0.000817
2.1874,0.002270,0.000790
2.1974,0.002246,0.000762
2.2075,0.002209,0.000692
2.2175,0.002212,0.000688
2.2275,0.002206,0.000683
2.2376,0.002197,0.000667
2.2476,0.002182,0.000631
2.2576,0.002184,0.000640
2.2677,0.002188,0.000646
2.2777,0.002198,0.000626
2.2877,0.002206,0.000609
2.2978,0.002203,0.000620
2.3078,0.002219,0.000613
2.3178,0.002238,0.000604
2.3279,0.002238,0.000605
2.3379,0.002270,0.000628
2.3479,0.002292,0.000623
2.3580,0.002249,0.000623
2.3680,0.002588,0.000739
