time,mean_attention,std_attention
1.5237,0.003558,0.001346
1.5337,0.003562,0.001372
1.5437,0.003582,0.001382
1.5537,0.003594,0.001396
1.5638,0.003616,0.001347
1.5738,0.003587,0.001308
1.5838,0.003571,0.001344
1.5938,0.003533,0.001333
1.6039,0.003542,0.001310
1.6139,0.003542,0.001311
1.6239,0.003561,0.001306
1.6339,0.003549,0.001273
1.6440,0.003525,0.001208
1.6540,0.003543,0.001216
1.6640,0.003550,0.001258
1.6740,0.003590,0.001244
1.6840,0.003591,0.001235
1.6941,0.003562,0.001242
1.7041,0.003510,0.001262
1.7141,0.003469,0.001275
1.7241,0.003435,0.001296
1.7342,0.003409,0.001292
1.7442,0.003457,0.001263
1.7542,0.003456,0.001257
1.7642,0.003435,0.001237
1.7743,0.003401,0.001189
1.7843,0.003385,0.001149
1.7943,0.003367,0.001095
1.8043,0.003358,0.001076
1.8144,0.003337,0.001053
1.8244,0.003355,0.001039
1.8344,0.003349,0.000997
1.8444,0.003329,0.001037
1.8545,0.003350,0.001075
1.8645,0.003331,0.001066
1.8745,0.003269,0.001068
1.8845,0.003252,0.001061
1.8946,0.003227,0.001026
1.9046,0.003214,0.000973
1.9146,0.003223,0.000994
1.9246,0.003239,0.001059
1.9347,0.003228,0.001113
1.9447,0.003251,0.001155
1.9547,0.003266,0.001176
1.9647,0.003255,0.001212
1.9747,0.003252,0.001207
1.9848,0.003257,0.001192
1.9948,0.003244,0.001187
2.0048,0.003268,0.001190
2.0148,0.003259,0.001171
2.0249,0.003247,0.001106
2.0349,0.003245,0.001061
2.0449,0.003220,0.001015
2.0549,0.003235,0.001006
2.0650,0.003231,0.001064
2.0750,0.003244,0.001116
2.0850,0.003263,0.001199
2.0950,0.003271,0.001297
2.1051,0.003232,0.001359
2.1151,0.003192,0.001273
2.1251,0.003202,0.001212
2.1351,0.003229,0.001167
2.1452,0.003203,0.001123
2.1552,0.003184,0.001064
2.1652,0.003201,0.001100
2.1752,0.003223,0.001126
2.1853,0.003214,0.001160
2.1953,0.003211,0.001204
2.2053,0.003256,0.001193
2.2153,0.003243,0.001144
2.2253,0.003225,0.001123
2.2354,0.003203,0.001107
2.2454,0.003212,0.001080
2.2554,0.003229,0.001095
2.2654,0.003209,0.001116
2.2755,0.003223,0.001103
2.2855,0.003212,0.001101
2.2955,0.003216,0.001086
2.3055,0.003251,0.001097
2.3156,0.003257,0.001073
2.3256,0.003291,0.001097
2.3356,0.003300,0.001103
2.3456,0.003304,0.001131
2.3557,0.003310,0.001157
2.3657,0.003319,0.001200
2.3757,0.003344,0.001217
2.3857,0.003322,0.001214
2.3958,0.003306,0.001215
2.4058,0.003285,0.001181
2.4158,0.003257,0.001148
2.4258,0.003257,0.001136
2.4359,0.003249,0.001117
2.4459,0.003258,0.001110
2.4559,0.003276,0.001144
2.4659,0.003279,0.001159
2.4760,0.003287,0.001139
2.4860,0.003253,0.001141
2.4960,0.003263,0.001146
2.5060,0.003283,0.001142
2.5160,0.003267,0.001136
2.5261,0.003241,0.001126
2.5361,0.003208,0.001125
2.5461,0.003194,0.001118
2.5561,0.003209,0.001128
2.5662,0.003181,0.001128
2.5762,0.003171,0.001135
2.5862,0.003144,0.001159
2.5962,0.003123,0.001172
2.6063,0.003109,0.001143
2.6163,0.003097,0.001174
2.6263,0.003099,0.001176
2.6363,0.003101,0.001156
2.6464,0.003084,0.001132
2.6564,0.003092,0.001172
2.6664,0.003095,0.001194
2.6764,0.003072,0.001180
2.6865,0.003065,0.001179
2.6965,0.003004,0.001171
2.7065,0.002989,0.001151
2.7165,0.002983,0.001139
2.7266,0.002955,0.001129
2.7366,0.002921,0.001082
2.7466,0.002902,0.001060
2.7566,0.002913,0.001060
2.7667,0.002955,0.001097
2.7767,0.002953,0.001128
2.7867,0.002934,0.001129
2.7967,0.002906,0.001101
2.8067,0.002885,0.001080
2.8168,0.002880,0.001091
2.8268,0.002868,0.001104
2.8368,0.002864,0.001117
2.8468,0.002821,0.001085
2.8569,0.002806,0.001081
2.8669,0.002814,0.001068
2.8769,0.002814,0.001030
2.8869,0.002780,0.000998
2.8970,0.002766,0.000989
2.9070,0.002763,0.001017
2.9170,0.002760,0.001034
2.9270,0.002746,0.001018
2.9371,0.002730,0.000993
2.9471,0.002731,0.001002
2.9571,0.002741,0.001009
2.9671,0.002752,0.001033
2.9772,0.002755,0.001034
2.9872,0.002739,0.001007
2.9972,0.002716,0.000991
3.0072,0.002694,0.000977
3.0173,0.002671,0.000973
3.0273,0.002656,0.000976
3.0373,0.002631,0.000969
3.0473,0.002603,0.000943
3.0573,0.002595,0.000931
3.0674,0.002589,0.000939
3.0774,0.002588,0.000938
3.0874,0.002593,0.000946
3.0974,0.002602,0.000961
3.1075,0.002609,0.000965
3.1175,0.002598,0.000969
3.1275,0.002588,0.000944
3.1375,0.002611,0.000932
3.1476,0.002612,0.000931
3.1576,0.002609,0.000931
3.1676,0.002603,0.000951
3.1776,0.002595,0.000945
3.1877,0.002600,0.000921
3.1977,0.002605,0.000901
3.2077,0.002620,0.000905
3.2177,0.002626,0.000904
3.2278,0.002632,0.000900
3.2378,0.002642,0.000869
3.2478,0.002643,0.000845
3.2578,0.002639,0.000824
3.2679,0.002642,0.000831
3.2779,0.002644,0.000834
3.2879,0.002645,0.000855
3.2979,0.002667,0.000852
3.3080,0.002668,0.000858
3.3180,0.002713,0.000901
3.3280,0.002996,0.000919
