time,mean_attention,std_attention
0.9642,0.005897,0.001486
0.9757,0.006112,0.001394
0.9872,0.005991,0.001196
0.9986,0.005614,0.001145
1.0101,0.005406,0.001140
1.0216,0.005574,0.001389
1.0331,0.005719,0.001505
1.0446,0.005624,0.001494
1.0560,0.005710,0.001354
1.0675,0.006023,0.001329
1.0790,0.006018,0.001467
1.0905,0.006009,0.001671
1.1020,0.005849,0.001669
1.1134,0.005614,0.001545
1.1249,0.005605,0.001483
1.1364,0.005578,0.001340
1.1479,0.005642,0.001435
1.1593,0.005722,0.001652
1.1708,0.005656,0.001684
1.1823,0.005451,0.001403
1.1938,0.005493,0.001397
1.2053,0.005295,0.001437
1.2167,0.005183,0.001435
1.2282,0.005145,0.001381
1.2397,0.005021,0.001396
1.2512,0.004973,0.001319
1.2627,0.004949,0.001309
1.2741,0.005076,0.001077
1.2856,0.004855,0.001077
1.2971,0.004701,0.001081
1.3086,0.004404,0.001105
1.3201,0.004471,0.001090
1.3315,0.004771,0.001243
1.3430,0.004845,0.001495
1.3545,0.005012,0.001403
1.3660,0.004896,0.001224
1.3774,0.004794,0.001185
1.3889,0.004702,0.001199
1.4004,0.004761,0.001187
1.4119,0.004693,0.001357
1.4234,0.004622,0.001364
1.4348,0.004275,0.001048
1.4463,0.004299,0.000975
1.4578,0.004300,0.000729
1.4693,0.004356,0.000881
1.4808,0.004594,0.000880
1.4922,0.004490,0.000718
1.5037,0.004312,0.000722
1.5152,0.004312,0.000862
1.5267,0.004349,0.000851
1.5381,0.004334,0.000680
1.5496,0.004382,0.000758
1.5611,0.004376,0.000863
1.5726,0.004313,0.000876
1.5841,0.004231,0.000946
1.5955,0.004218,0.000876
1.6070,0.004134,0.000709
1.6185,0.004049,0.000747
1.6300,0.004181,0.000889
1.6415,0.004315,0.001059
1.6529,0.004275,0.000976
1.6644,0.004227,0.000961
1.6759,0.004234,0.000897
1.6874,0.004150,0.000906
1.6988,0.004124,0.000897
1.7103,0.004049,0.000955
1.7218,0.004150,0.001001
1.7333,0.004217,0.000945
1.7448,0.004217,0.000973
1.7562,0.004242,0.000980
1.7677,0.004283,0.000954
1.7792,0.004241,0.000965
1.7907,0.004269,0.000964
1.8022,0.004290,0.000986
1.8136,0.004279,0.000998
1.8251,0.004282,0.000979
1.8366,0.004287,0.000990
1.8481,0.004309,0.000980
1.8596,0.004268,0.000994
1.8710,0.004300,0.000991
1.8825,0.004326,0.001005
1.8940,0.004265,0.001046
1.9055,0.004333,0.001008
1.9169,0.004385,0.001046
1.9284,0.004436,0.001043
1.9399,0.004469,0.001014
1.9514,0.004475,0.000999
1.9629,0.004497,0.001004
1.9743,0.004536,0.000985
1.9858,0.004570,0.000973
1.9973,0.004571,0.000973
2.0088,0.004615,0.000939
2.0203,0.004680,0.000972
2.0317,0.004695,0.000954
2.0432,0.004706,0.000941
2.0547,0.004728,0.000912
2.0662,0.004757,0.000887
2.0776,0.004767,0.000877
2.0891,0.004787,0.000860
2.1006,0.004811,0.000840
2.1121,0.004809,0.000843
2.1236,0.004830,0.000819
2.1350,0.004831,0.000819
2.1465,0.004831,0.000819
2.1580,0.004831,0.000819
2.1695,0.004831,0.000819
2.1810,0.004831,0.000819
2.1924,0.004831,0.000819
2.2039,0.004831,0.000819
2.2154,0.004831,0.000819
2.2269,0.004831,0.000819
2.2383,0.004831,0.000819
2.2498,0.004831,0.000819
2.2613,0.004831,0.000819
2.2728,0.004831,0.000819
2.2843,0.004831,0.000819
2.2957,0.004831,0.000819
